"?""County""",CountyCode,Year,Total,Male,Female
Galati,19,2002,6,6,6.1
Galati,19,2003,6,6,6.1
Galati,19,2004,6,6,6.1
Galati,19,2005,6,6,6.1
Galati,19,2006,6,6,6.1
Galati,19,2007,6,6,6.1
Galati,19,2008,6,6,6.1
Galati,19,2009,6,6,6.1
Galati,19,2010,6,6,6.1
Galati,19,2011,6,6,6.1
Galati,19,2012,6,6,6.1
Galati,19,2013,6,6,6.1
Galati,19,2014,6,6,6.1
Galati,19,2015,6,6,6.1
Galati,19,2016,6,6,6.1
Galati,19,2017,6,6,6.1
Galati,19,2018,6,6,6.1
Galati,19,2019,6,6,6.1
Galati,19,2020,6,6,6.1
Galati,19,2021,6,6,6.1
Galati,19,2022,6,6,6.1
Tulcea,39,2000,4,3.9,4.1
Tulcea,39,2001,4,3.9,4.1
Tulcea,39,2002,4,3.9,4.1
Tulcea,39,2003,4,3.9,4.1
Tulcea,39,2004,4,3.9,4.1
Tulcea,39,2005,4,3.9,4.1
Tulcea,39,2006,4,3.9,4.1
Tulcea,39,2007,4,3.9,4.1
Tulcea,39,2008,4,3.9,4.1
Tulcea,39,2009,4,3.9,4.1
Tulcea,39,2010,4,3.9,4.1
Tulcea,39,2011,4,3.9,4.1
Tulcea,39,2012,4,3.9,4.1
Tulcea,39,2013,4,3.9,4.1
Tulcea,39,2014,4,3.9,4.1
Tulcea,39,2015,4,3.9,4.1
Tulcea,39,2016,4,3.9,4.1
Tulcea,39,2017,4,3.9,4.1
Tulcea,39,2018,4,3.9,4.1
Tulcea,39,2019,4,3.9,4.1
Tulcea,39,2020,4,3.9,4.1
Tulcea,39,2021,4,3.9,4.1
Tulcea,39,2022,4,3.9,4.1
Vrancea,41,2000,4.3,4.5,4.1
Vrancea,41,2001,4.3,4.5,4.1
Vrancea,41,2002,4.3,4.5,4.1
Vrancea,41,2003,4.3,4.5,4.1
Vrancea,41,2004,4.3,4.5,4.1
Vrancea,41,2005,4.3,4.5,4.1
Vrancea,41,2006,4.3,4.5,4.1
Vrancea,41,2007,4.3,4.5,4.1
Vrancea,41,2008,4.3,4.5,4.1
Vrancea,41,2009,4.3,4.5,4.1
Vrancea,41,2010,4.3,4.5,4.1
Vrancea,41,2011,4.3,4.5,4.1
Vrancea,41,2012,4.3,4.5,4.1
Vrancea,41,2013,4.3,4.5,4.1
Vrancea,41,2014,4.3,4.5,4.1
Vrancea,41,2015,4.3,4.5,4.1
Vrancea,41,2016,4.3,4.5,4.1
Vrancea,41,2017,4.3,4.5,4.1
Vrancea,41,2018,4.3,4.5,4.1
Vrancea,41,2019,4.3,4.5,4.1
Vrancea,41,2020,4.3,4.5,4.1
Vrancea,41,2021,4.3,4.5,4.1
Vrancea,41,2022,4.3,4.5,4.1
Arges,3,2000,3.5,3.4,3.5
Arges,3,2001,3.5,3.4,3.5
Arges,3,2002,3.5,3.4,3.5
Arges,3,2003,3.5,3.4,3.5
Arges,3,2004,3.5,3.4,3.5
Arges,3,2005,3.5,3.4,3.5
Arges,3,2006,3.5,3.4,3.5
Arges,3,2007,3.5,3.4,3.5
Arges,3,2008,3.5,3.4,3.5
Arges,3,2009,3.5,3.4,3.5
Arges,3,2010,3.5,3.4,3.5
Arges,3,2011,3.5,3.4,3.5
Arges,3,2012,3.5,3.4,3.5
Arges,3,2013,3.5,3.4,3.5
Arges,3,2014,3.5,3.4,3.5
Arges,3,2015,3.5,3.4,3.5
Arges,3,2016,3.5,3.4,3.5
Arges,3,2017,3.5,3.4,3.5
Arges,3,2018,3.5,3.4,3.5
Arges,3,2019,3.5,3.4,3.5
Arges,3,2020,3.5,3.4,3.5
Arges,3,2021,3.5,3.4,3.5
Arges,3,2022,3.5,3.4,3.5
Calarasi,12,2000,4.8,4.6,5
Calarasi,12,2001,4.8,4.6,5
Calarasi,12,2002,4.8,4.6,5
Calarasi,12,2003,4.8,4.6,5
Calarasi,12,2004,4.8,4.6,5
Calarasi,12,2005,4.8,4.6,5
Calarasi,12,2006,4.8,4.6,5
Calarasi,12,2007,4.8,4.6,5
Calarasi,12,2008,4.8,4.6,5
Calarasi,12,2009,4.8,4.6,5
Calarasi,12,2010,4.8,4.6,5
Calarasi,12,2011,4.8,4.6,5
Calarasi,12,2012,4.8,4.6,5
Calarasi,12,2013,4.8,4.6,5
Calarasi,12,2014,4.8,4.6,5
Calarasi,12,2015,4.8,4.6,5
Calarasi,12,2016,4.8,4.6,5
Calarasi,12,2017,4.8,4.6,5
Calarasi,12,2018,4.8,4.6,5
Calarasi,12,2019,4.8,4.6,5
Calarasi,12,2020,4.8,4.6,5
Calarasi,12,2021,4.8,4.6,5
Calarasi,12,2022,4.8,4.6,5
Dambovita,17,2000,2.9,2.4,3.8
Dambovita,17,2001,2.9,2.4,3.8
Dambovita,17,2002,2.9,2.4,3.8
Dambovita,17,2003,2.9,2.4,3.8
Dambovita,17,2004,2.9,2.4,3.8
Dambovita,17,2005,2.9,2.4,3.8
Dambovita,17,2006,2.9,2.4,3.8
Dambovita,17,2007,2.9,2.4,3.8
Dambovita,17,2008,2.9,2.4,3.8
Dambovita,17,2009,2.9,2.4,3.8
Dambovita,17,2010,2.9,2.4,3.8
Dambovita,17,2011,2.9,2.4,3.8
Dambovita,17,2012,2.9,2.4,3.8
Dambovita,17,2013,2.9,2.4,3.8
Dambovita,17,2014,2.9,2.4,3.8
Dambovita,17,2015,2.9,2.4,3.8
Dambovita,17,2016,2.9,2.4,3.8
Dambovita,17,2017,2.9,2.4,3.8
Dambovita,17,2018,2.9,2.4,3.8
Dambovita,17,2019,2.9,2.4,3.8
Dambovita,17,2020,2.9,2.4,3.8
Dambovita,17,2021,2.9,2.4,3.8
Dambovita,17,2022,2.9,2.4,3.8
Giurgiu,20,2000,3.3,2.6,4.2
Giurgiu,20,2001,3.3,2.6,4.2
Giurgiu,20,2002,3.3,2.6,4.2
Giurgiu,20,2003,3.3,2.6,4.2
Giurgiu,20,2004,3.3,2.6,4.2
Giurgiu,20,2005,3.3,2.6,4.2
Giurgiu,20,2006,3.3,2.6,4.2
Giurgiu,20,2007,3.3,2.6,4.2
Giurgiu,20,2008,3.3,2.6,4.2
Giurgiu,20,2009,3.3,2.6,4.2
Giurgiu,20,2010,3.3,2.6,4.2
Giurgiu,20,2011,3.3,2.6,4.2
Giurgiu,20,2012,3.3,2.6,4.2
Giurgiu,20,2013,3.3,2.6,4.2
Giurgiu,20,2014,3.3,2.6,4.2
Giurgiu,20,2015,3.3,2.6,4.2
Giurgiu,20,2016,3.3,2.6,4.2
Giurgiu,20,2017,3.3,2.6,4.2
Giurgiu,20,2018,3.3,2.6,4.2
Giurgiu,20,2019,3.3,2.6,4.2
Giurgiu,20,2020,3.3,2.6,4.2
Giurgiu,20,2021,3.3,2.6,4.2
Giurgiu,20,2022,3.3,2.6,4.2
Ialomita,25,2000,5,4.7,5.4
Ialomita,25,2001,5,4.7,5.4
Ialomita,25,2002,5,4.7,5.4
Ialomita,25,2003,5,4.7,5.4
Ialomita,25,2004,5,4.7,5.4
Ialomita,25,2005,5,4.7,5.4
Ialomita,25,2006,5,4.7,5.4
Ialomita,25,2007,5,4.7,5.4
Ialomita,25,2008,5,4.7,5.4
Ialomita,25,2009,5,4.7,5.4
Ialomita,25,2010,5,4.7,5.4
Ialomita,25,2011,5,4.7,5.4
Ialomita,25,2012,5,4.7,5.4
Ialomita,25,2013,5,4.7,5.4
Ialomita,25,2014,5,4.7,5.4
Ialomita,25,2015,5,4.7,5.4
Ialomita,25,2016,5,4.7,5.4
Ialomita,25,2017,5,4.7,5.4
Ialomita,25,2018,5,4.7,5.4
Ialomita,25,2019,5,4.7,5.4
Ialomita,25,2020,5,4.7,5.4
Ialomita,25,2021,5,4.7,5.4
Ialomita,25,2022,5,4.7,5.4
Prahova,32,2000,2.2,1.8,2.6
Prahova,32,2001,2.2,1.8,2.6
Prahova,32,2002,2.2,1.8,2.6
Prahova,32,2003,2.2,1.8,2.6
Prahova,32,2004,2.2,1.8,2.6
Prahova,32,2005,2.2,1.8,2.6
Prahova,32,2006,2.2,1.8,2.6
Prahova,32,2007,2.2,1.8,2.6
Prahova,32,2008,2.2,1.8,2.6
Prahova,32,2009,2.2,1.8,2.6
Prahova,32,2010,2.2,1.8,2.6
Prahova,32,2011,2.2,1.8,2.6
Prahova,32,2012,2.2,1.8,2.6
Prahova,32,2013,2.2,1.8,2.6
Prahova,32,2014,2.2,1.8,2.6
Prahova,32,2015,2.2,1.8,2.6
Prahova,32,2016,2.2,1.8,2.6
Prahova,32,2017,2.2,1.8,2.6
Prahova,32,2018,2.2,1.8,2.6
Prahova,32,2019,2.2,1.8,2.6
Prahova,32,2020,2.2,1.8,2.6
Prahova,32,2021,2.2,1.8,2.6
Prahova,32,2022,2.2,1.8,2.6
Teleorman,37,2000,8.3,8.8,7.8
Teleorman,37,2001,8.3,8.8,7.8
Teleorman,37,2002,8.3,8.8,7.8
Teleorman,37,2003,8.3,8.8,7.8
Teleorman,37,2004,8.3,8.8,7.8
Teleorman,37,2005,8.3,8.8,7.8
Teleorman,37,2006,8.3,8.8,7.8
Teleorman,37,2007,8.3,8.8,7.8
Teleorman,37,2008,8.3,8.8,7.8
Teleorman,37,2009,8.3,8.8,7.8
Teleorman,37,2010,8.3,8.8,7.8
Teleorman,37,2011,8.3,8.8,7.8
Teleorman,37,2012,8.3,8.8,7.8
Teleorman,37,2013,8.3,8.8,7.8
Teleorman,37,2014,8.3,8.8,7.8
Teleorman,37,2015,8.3,8.8,7.8
Teleorman,37,2016,8.3,8.8,7.8
Teleorman,37,2017,8.3,8.8,7.8
Teleorman,37,2018,8.3,8.8,7.8
Teleorman,37,2019,8.3,8.8,7.8
Teleorman,37,2020,8.3,8.8,7.8
Teleorman,37,2021,8.3,8.8,7.8
Teleorman,37,2022,8.3,8.8,7.8
Ilfov,26,2000,0.4,0.3,0.6
Ilfov,26,2001,0.4,0.3,0.6
Ilfov,26,2002,0.4,0.3,0.6
Ilfov,26,2003,0.4,0.3,0.6
Ilfov,26,2004,0.4,0.3,0.6
Ilfov,26,2005,0.4,0.3,0.6
Ilfov,26,2006,0.4,0.3,0.6
Ilfov,26,2007,0.4,0.3,0.6
Ilfov,26,2008,0.4,0.3,0.6
Ilfov,26,2009,0.4,0.3,0.6
Ilfov,26,2010,0.4,0.3,0.6
Ilfov,26,2011,0.4,0.3,0.6
Ilfov,26,2012,0.4,0.3,0.6
Ilfov,26,2013,0.4,0.3,0.6
Ilfov,26,2014,0.4,0.3,0.6
Ilfov,26,2015,0.4,0.3,0.6
Ilfov,26,2016,0.4,0.3,0.6
Ilfov,26,2017,0.4,0.3,0.6
Ilfov,26,2018,0.4,0.3,0.6
Ilfov,26,2019,0.4,0.3,0.6
Ilfov,26,2020,0.4,0.3,0.6
Ilfov,26,2021,0.4,0.3,0.6
Ilfov,26,2022,0.4,0.3,0.6
Bucuresti,10,2000,1,1,1
Bucuresti,10,2001,1,1,1
Bucuresti,10,2002,1,1,1
Bucuresti,10,2003,1,1,1
Bucuresti,10,2004,1,1,1
Bucuresti,10,2005,1,1,1
Bucuresti,10,2006,1,1,1
Bucuresti,10,2007,1,1,1
Bucuresti,10,2008,1,1,1
Bucuresti,10,2009,1,1,1
Bucuresti,10,2010,1,1,1
Bucuresti,10,2011,1,1,1
Bucuresti,10,2012,1,1,1
Bucuresti,10,2013,1,1,1
Bucuresti,10,2014,1,1,1
Bucuresti,10,2015,1,1,1
Bucuresti,10,2016,1,1,1
Bucuresti,10,2017,1,1,1
Bucuresti,10,2018,1,1,1
Bucuresti,10,2019,1,1,1
Bucuresti,10,2020,1,1,1
Bucuresti,10,2021,1,1,1
Bucuresti,10,2022,1,1,1
Dolj,18,2000,7.3,7.4,7.2
Dolj,18,2001,7.3,7.4,7.2
Dolj,18,2002,7.3,7.4,7.2
Dolj,18,2003,7.3,7.4,7.2
Dolj,18,2004,7.3,7.4,7.2
Dolj,18,2005,7.3,7.4,7.2
Dolj,18,2006,7.3,7.4,7.2
Dolj,18,2007,7.3,7.4,7.2
Dolj,18,2008,7.3,7.4,7.2
Dolj,18,2009,7.3,7.4,7.2
Dolj,18,2010,7.3,7.4,7.2
Dolj,18,2011,7.3,7.4,7.2
Dolj,18,2012,7.3,7.4,7.2
Dolj,18,2013,7.3,7.4,7.2
Dolj,18,2014,7.3,7.4,7.2
Dolj,18,2015,7.3,7.4,7.2
Dolj,18,2016,7.3,7.4,7.2
Dolj,18,2017,7.3,7.4,7.2
Dolj,18,2018,7.3,7.4,7.2
Dolj,18,2019,7.3,7.4,7.2
Dolj,18,2020,7.3,7.4,7.2
Dolj,18,2021,7.3,7.4,7.2
Dolj,18,2022,7.3,7.4,7.2
Gorj,21,2000,3.5,3.3,3.8
Gorj,21,2001,3.5,3.3,3.8
Gorj,21,2002,3.5,3.3,3.8
Gorj,21,2003,3.5,3.3,3.8
Gorj,21,2004,3.5,3.3,3.8
Gorj,21,2005,3.5,3.3,3.8
Gorj,21,2006,3.5,3.3,3.8
Gorj,21,2007,3.5,3.3,3.8
Gorj,21,2008,3.5,3.3,3.8
Gorj,21,2009,3.5,3.3,3.8
Gorj,21,2010,3.5,3.3,3.8
Gorj,21,2011,3.5,3.3,3.8
Gorj,21,2012,3.5,3.3,3.8
Gorj,21,2013,3.5,3.3,3.8
Gorj,21,2014,3.5,3.3,3.8
Gorj,21,2015,3.5,3.3,3.8
Gorj,21,2016,3.5,3.3,3.8
Gorj,21,2017,3.5,3.3,3.8
Gorj,21,2018,3.5,3.3,3.8
Gorj,21,2019,3.5,3.3,3.8
Gorj,21,2020,3.5,3.3,3.8
Gorj,21,2021,3.5,3.3,3.8
Gorj,21,2022,3.5,3.3,3.8
Mehedinti,28,2000,6.8,7,6.5
Mehedinti,28,2001,6.8,7,6.5
Mehedinti,28,2002,6.8,7,6.5
Mehedinti,28,2003,6.8,7,6.5
Mehedinti,28,2004,6.8,7,6.5
Mehedinti,28,2005,6.8,7,6.5
Mehedinti,28,2006,6.8,7,6.5
Mehedinti,28,2007,6.8,7,6.5
Mehedinti,28,2008,6.8,7,6.5
Mehedinti,28,2009,6.8,7,6.5
Mehedinti,28,2010,6.8,7,6.5
Mehedinti,28,2011,6.8,7,6.5
Mehedinti,28,2012,6.8,7,6.5
Mehedinti,28,2013,6.8,7,6.5
Mehedinti,28,2014,6.8,7,6.5
Mehedinti,28,2015,6.8,7,6.5
Mehedinti,28,2016,6.8,7,6.5
Mehedinti,28,2017,6.8,7,6.5
Mehedinti,28,2018,6.8,7,6.5
Mehedinti,28,2019,6.8,7,6.5
Mehedinti,28,2020,6.8,7,6.5
Mehedinti,28,2021,6.8,7,6.5
Mehedinti,28,2022,6.8,7,6.5
Olt,31,2000,6.1,5.9,6.5
Olt,31,2001,6.1,5.9,6.5
Olt,31,2002,6.1,5.9,6.5
Olt,31,2003,6.1,5.9,6.5
Olt,31,2004,6.1,5.9,6.5
Olt,31,2005,6.1,5.9,6.5
Olt,31,2006,6.1,5.9,6.5
Olt,31,2007,6.1,5.9,6.5
Olt,31,2008,6.1,5.9,6.5
Olt,31,2009,6.1,5.9,6.5
Olt,31,2010,6.1,5.9,6.5
Olt,31,2011,6.1,5.9,6.5
Olt,31,2012,6.1,5.9,6.5
Olt,31,2013,6.1,5.9,6.5
Olt,31,2014,6.1,5.9,6.5
Olt,31,2015,6.1,5.9,6.5
Olt,31,2016,6.1,5.9,6.5
Olt,31,2017,6.1,5.9,6.5
Olt,31,2018,6.1,5.9,6.5
Olt,31,2019,6.1,5.9,6.5
Olt,31,2020,6.1,5.9,6.5
Olt,31,2021,6.1,5.9,6.5
Olt,31,2022,6.1,5.9,6.5
Valcea,40,2000,3.3,3,3.8
Valcea,40,2001,3.3,3,3.8
Valcea,40,2002,3.3,3,3.8
Valcea,40,2003,3.3,3,3.8
Valcea,40,2004,3.3,3,3.8
Valcea,40,2005,3.3,3,3.8
Valcea,40,2006,3.3,3,3.8
Valcea,40,2007,3.3,3,3.8
Valcea,40,2008,3.3,3,3.8
Valcea,40,2009,3.3,3,3.8
Valcea,40,2010,3.3,3,3.8
Valcea,40,2011,3.3,3,3.8
Valcea,40,2012,3.3,3,3.8
Valcea,40,2013,3.3,3,3.8
Valcea,40,2014,3.3,3,3.8
Valcea,40,2015,3.3,3,3.8
Valcea,40,2016,3.3,3,3.8
Valcea,40,2017,3.3,3,3.8
Valcea,40,2018,3.3,3,3.8
Valcea,40,2019,3.3,3,3.8
Valcea,40,2020,3.3,3,3.8
Valcea,40,2021,3.3,3,3.8
Valcea,40,2022,3.3,3,3.8
Arad,2,2000,1.1,1,1.3
Arad,2,2001,1.1,1,1.3
Arad,2,2002,1.1,1,1.3
Arad,2,2003,1.1,1,1.3
Arad,2,2004,1.1,1,1.3
Arad,2,2005,1.1,1,1.3
Arad,2,2006,1.1,1,1.3
Arad,2,2007,1.1,1,1.3
Arad,2,2008,1.1,1,1.3
Arad,2,2009,1.1,1,1.3
Arad,2,2010,1.1,1,1.3
Arad,2,2011,1.1,1,1.3
Arad,2,2012,1.1,1,1.3
Arad,2,2013,1.1,1,1.3
Arad,2,2014,1.1,1,1.3
Arad,2,2015,1.1,1,1.3
Arad,2,2016,1.1,1,1.3
Arad,2,2017,1.1,1,1.3
Arad,2,2018,1.1,1,1.3
Arad,2,2019,1.1,1,1.3
Arad,2,2020,1.1,1,1.3
Arad,2,2021,1.1,1,1.3
Arad,2,2022,1.1,1,1.3
Caras-Severin,13,2000,2.6,2.4,2.8
Caras-Severin,13,2001,2.6,2.4,2.8
Caras-Severin,13,2002,2.6,2.4,2.8
Caras-Severin,13,2003,2.6,2.4,2.8
Caras-Severin,13,2004,2.6,2.4,2.8
Caras-Severin,13,2005,2.6,2.4,2.8
Caras-Severin,13,2006,2.6,2.4,2.8
Caras-Severin,13,2007,2.6,2.4,2.8
Caras-Severin,13,2008,2.6,2.4,2.8
Caras-Severin,13,2009,2.6,2.4,2.8
Caras-Severin,13,2010,2.6,2.4,2.8
Caras-Severin,13,2011,2.6,2.4,2.8
Caras-Severin,13,2012,2.6,2.4,2.8
Caras-Severin,13,2013,2.6,2.4,2.8
Caras-Severin,13,2014,2.6,2.4,2.8
Caras-Severin,13,2015,2.6,2.4,2.8
Caras-Severin,13,2016,2.6,2.4,2.8
Caras-Severin,13,2017,2.6,2.4,2.8
Caras-Severin,13,2018,2.6,2.4,2.8
Caras-Severin,13,2019,2.6,2.4,2.8
Caras-Severin,13,2020,2.6,2.4,2.8
Caras-Severin,13,2021,2.6,2.4,2.8
Caras-Severin,13,2022,2.6,2.4,2.8
Hunedoara,23,2000,4,3.5,4.5
Hunedoara,23,2001,4,3.5,4.5
Hunedoara,23,2002,4,3.5,4.5
Hunedoara,23,2003,4,3.5,4.5
Hunedoara,23,2004,4,3.5,4.5
Hunedoara,23,2005,4,3.5,4.5
Hunedoara,23,2006,4,3.5,4.5
Hunedoara,23,2007,4,3.5,4.5
Hunedoara,23,2008,4,3.5,4.5
Hunedoara,23,2009,4,3.5,4.5
Hunedoara,23,2010,4,3.5,4.5
Hunedoara,23,2011,4,3.5,4.5
Hunedoara,23,2012,4,3.5,4.5
Hunedoara,23,2013,4,3.5,4.5
Hunedoara,23,2014,4,3.5,4.5
Hunedoara,23,2015,4,3.5,4.5
Hunedoara,23,2016,4,3.5,4.5
Hunedoara,23,2017,4,3.5,4.5
Hunedoara,23,2018,4,3.5,4.5
Hunedoara,23,2019,4,3.5,4.5
Hunedoara,23,2020,4,3.5,4.5
Hunedoara,23,2021,4,3.5,4.5
Hunedoara,23,2022,4,3.5,4.5
Timis,38,2000,0.8,0.7,0.9
Timis,38,2001,0.8,0.7,0.9
Timis,38,2002,0.8,0.7,0.9
Timis,38,2003,0.8,0.7,0.9
Timis,38,2004,0.8,0.7,0.9
Timis,38,2005,0.8,0.7,0.9
Timis,38,2006,0.8,0.7,0.9
Timis,38,2007,0.8,0.7,0.9
Timis,38,2008,0.8,0.7,0.9
Timis,38,2009,0.8,0.7,0.9
Timis,38,2010,0.8,0.7,0.9
Timis,38,2011,0.8,0.7,0.9
Timis,38,2012,0.8,0.7,0.9
Timis,38,2013,0.8,0.7,0.9
Timis,38,2014,0.8,0.7,0.9
Timis,38,2015,0.8,0.7,0.9
Timis,38,2016,0.8,0.7,0.9
Timis,38,2017,0.8,0.7,0.9
Timis,38,2018,0.8,0.7,0.9
Timis,38,2019,0.8,0.7,0.9
Timis,38,2020,0.8,0.7,0.9
Timis,38,2021,0.8,0.7,0.9
Timis,38,2022,0.8,0.7,0.9
