Player,Nation,Pos,Age,Stat,Value
Sandro Tonali,Italy,Midfielder,22,MatchesPlayed,48
Sandro Tonali,Italy,Midfielder,22,PlayedStarting11,44
Sandro Tonali,Italy,Midfielder,22,MinutesPlayed,3974
Sandro Tonali,Italy,Midfielder,22,GoalsScored,2
Sandro Tonali,Italy,Midfielder,22,AssistsProvided,9
Sandro Tonali,Italy,Midfielder,22,GoalsAssists,11
Sandro Tonali,Italy,Midfielder,22,NonPenaltyGoals,2
Sandro Tonali,Italy,Midfielder,22,GoalsFromPenalty,0
Sandro Tonali,Italy,Midfielder,22,PenaltyKicksAttempted,0
Sandro Tonali,Italy,Midfielder,22,YellowCards,11
Sandro Tonali,Italy,Midfielder,22,RedCards,0
Sandro Tonali,Italy,Midfielder,22,ExpectedGoals_xG,3.0
Sandro Tonali,Italy,Midfielder,22,ExpectedNonPenaltyGoals,3.0
Sandro Tonali,Italy,Midfielder,22,ExpectedAssistsProvided,8.6
Sandro Tonali,Italy,Midfielder,22,ExpectedNonPenaltyGoalsAssistsProvided,11.6
Sandro Tonali,Italy,Midfielder,22,ProgressiveCarries,79
Sandro Tonali,Italy,Midfielder,22,ProgressivePasses,199
Sandro Tonali,Italy,Midfielder,22,ProgressivePassesReceived,116
Sandro Tonali,Italy,Midfielder,22,GoalsPer90Minutes,0.05
Sandro Tonali,Italy,Midfielder,22,AssistsPer90Minutes,0.2
Sandro Tonali,Italy,Midfielder,22,GoalsAssistsPer90Minutes,0.25
Sandro Tonali,Italy,Midfielder,22,NonPenaltyGoalsPer90Minutes,0.05
Sandro Tonali,Italy,Midfielder,22,NonPenaltyGoalsAssistsPer90Minutes,0.25
Sandro Tonali,Italy,Midfielder,22,ExpectedGoalsPer90Minutes,0.07
Sandro Tonali,Italy,Midfielder,22,ExpectedAssitsPer90Minutes,0.2
Sandro Tonali,Italy,Midfielder,22,ExpectedGoalsAssitsPer90Minutes,0.28
Sandro Tonali,Italy,Midfielder,22,NonPenaltyExpectedGoalsPer90Minutes,0.07
Sandro Tonali,Italy,Midfielder,22,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.28
Sandro Tonali,Italy,Midfielder,22,InterceptionsPerGame,0.7
Sandro Tonali,Italy,Midfielder,22,TacklesPerGame,1.9
Sandro Tonali,Italy,Midfielder,22,DribbledPastPerGame,0.5
Sandro Tonali,Italy,Midfielder,22,ClearancesPerGame,0.5
Sandro Tonali,Italy,Midfielder,22,GroundDuelsWon,61%
Sandro Tonali,Italy,Midfielder,22,AerialDuelsWon,45%
Sandro Tonali,Italy,Midfielder,22,GroundDuelsWon_int,61
Sandro Tonali,Italy,Midfielder,22,AerialDuelsWon_int,45
Theo Hernandez,France,Defender,24,MatchesPlayed,45
Theo Hernandez,France,Defender,24,PlayedStarting11,44
Theo Hernandez,France,Defender,24,MinutesPlayed,3850
Theo Hernandez,France,Defender,24,GoalsScored,4
Theo Hernandez,France,Defender,24,AssistsProvided,4
Theo Hernandez,France,Defender,24,GoalsAssists,8
Theo Hernandez,France,Defender,24,NonPenaltyGoals,3
Theo Hernandez,France,Defender,24,GoalsFromPenalty,1
Theo Hernandez,France,Defender,24,PenaltyKicksAttempted,1
Theo Hernandez,France,Defender,24,YellowCards,10
Theo Hernandez,France,Defender,24,RedCards,0
Theo Hernandez,France,Defender,24,ExpectedGoals_xG,4.6
Theo Hernandez,France,Defender,24,ExpectedNonPenaltyGoals,3.8
Theo Hernandez,France,Defender,24,ExpectedAssistsProvided,4.9
Theo Hernandez,France,Defender,24,ExpectedNonPenaltyGoalsAssistsProvided,8.7
Theo Hernandez,France,Defender,24,ProgressiveCarries,139
Theo Hernandez,France,Defender,24,ProgressivePasses,174
Theo Hernandez,France,Defender,24,ProgressivePassesReceived,184
Theo Hernandez,France,Defender,24,GoalsPer90Minutes,0.09
Theo Hernandez,France,Defender,24,AssistsPer90Minutes,0.09
Theo Hernandez,France,Defender,24,GoalsAssistsPer90Minutes,0.19
Theo Hernandez,France,Defender,24,NonPenaltyGoalsPer90Minutes,0.07
Theo Hernandez,France,Defender,24,NonPenaltyGoalsAssistsPer90Minutes,0.16
Theo Hernandez,France,Defender,24,ExpectedGoalsPer90Minutes,0.11
Theo Hernandez,France,Defender,24,ExpectedAssitsPer90Minutes,0.12
Theo Hernandez,France,Defender,24,ExpectedGoalsAssitsPer90Minutes,0.23
Theo Hernandez,France,Defender,24,NonPenaltyExpectedGoalsPer90Minutes,0.09
Theo Hernandez,France,Defender,24,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.21
Theo Hernandez,France,Defender,24,InterceptionsPerGame,0.7
Theo Hernandez,France,Defender,24,TacklesPerGame,1.3
Theo Hernandez,France,Defender,24,DribbledPastPerGame,0.5
Theo Hernandez,France,Defender,24,ClearancesPerGame,1.0
Theo Hernandez,France,Defender,24,GroundDuelsWon,56%
Theo Hernandez,France,Defender,24,AerialDuelsWon,72%
Theo Hernandez,France,Defender,24,GroundDuelsWon_int,56
Theo Hernandez,France,Defender,24,AerialDuelsWon_int,72
Fikayo Tomori,England,Defender,24,MatchesPlayed,45
Fikayo Tomori,England,Defender,24,PlayedStarting11,44
Fikayo Tomori,England,Defender,24,MinutesPlayed,3797
Fikayo Tomori,England,Defender,24,GoalsScored,1
Fikayo Tomori,England,Defender,24,AssistsProvided,1
Fikayo Tomori,England,Defender,24,GoalsAssists,2
Fikayo Tomori,England,Defender,24,NonPenaltyGoals,1
Fikayo Tomori,England,Defender,24,GoalsFromPenalty,0
Fikayo Tomori,England,Defender,24,PenaltyKicksAttempted,0
Fikayo Tomori,England,Defender,24,YellowCards,9
Fikayo Tomori,England,Defender,24,RedCards,1
Fikayo Tomori,England,Defender,24,ExpectedGoals_xG,1.4
Fikayo Tomori,England,Defender,24,ExpectedNonPenaltyGoals,1.4
Fikayo Tomori,England,Defender,24,ExpectedAssistsProvided,1.2
Fikayo Tomori,England,Defender,24,ExpectedNonPenaltyGoalsAssistsProvided,2.6
Fikayo Tomori,England,Defender,24,ProgressiveCarries,36
Fikayo Tomori,England,Defender,24,ProgressivePasses,149
Fikayo Tomori,England,Defender,24,ProgressivePassesReceived,10
Fikayo Tomori,England,Defender,24,GoalsPer90Minutes,0.02
Fikayo Tomori,England,Defender,24,AssistsPer90Minutes,0.02
Fikayo Tomori,England,Defender,24,GoalsAssistsPer90Minutes,0.05
Fikayo Tomori,England,Defender,24,NonPenaltyGoalsPer90Minutes,0.02
Fikayo Tomori,England,Defender,24,NonPenaltyGoalsAssistsPer90Minutes,0.05
Fikayo Tomori,England,Defender,24,ExpectedGoalsPer90Minutes,0.03
Fikayo Tomori,England,Defender,24,ExpectedAssitsPer90Minutes,0.03
Fikayo Tomori,England,Defender,24,ExpectedGoalsAssitsPer90Minutes,0.06
Fikayo Tomori,England,Defender,24,NonPenaltyExpectedGoalsPer90Minutes,0.03
Fikayo Tomori,England,Defender,24,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.06
Fikayo Tomori,England,Defender,24,InterceptionsPerGame,0.9
Fikayo Tomori,England,Defender,24,TacklesPerGame,2.1
Fikayo Tomori,England,Defender,24,DribbledPastPerGame,0.4
Fikayo Tomori,England,Defender,24,ClearancesPerGame,2.3
Fikayo Tomori,England,Defender,24,GroundDuelsWon,70%
Fikayo Tomori,England,Defender,24,AerialDuelsWon,68%
Fikayo Tomori,England,Defender,24,GroundDuelsWon_int,70
Fikayo Tomori,England,Defender,24,AerialDuelsWon_int,68
Rafael Leao,Portugal,Forward,23,MatchesPlayed,48
Rafael Leao,Portugal,Forward,23,PlayedStarting11,40
Rafael Leao,Portugal,Forward,23,MinutesPlayed,3472
Rafael Leao,Portugal,Forward,23,GoalsScored,16
Rafael Leao,Portugal,Forward,23,AssistsProvided,12
Rafael Leao,Portugal,Forward,23,GoalsAssists,28
Rafael Leao,Portugal,Forward,23,NonPenaltyGoals,16
Rafael Leao,Portugal,Forward,23,GoalsFromPenalty,0
Rafael Leao,Portugal,Forward,23,PenaltyKicksAttempted,0
Rafael Leao,Portugal,Forward,23,YellowCards,7
Rafael Leao,Portugal,Forward,23,RedCards,1
Rafael Leao,Portugal,Forward,23,ExpectedGoals_xG,12.4
Rafael Leao,Portugal,Forward,23,ExpectedNonPenaltyGoals,12.4
Rafael Leao,Portugal,Forward,23,ExpectedAssistsProvided,9.7
Rafael Leao,Portugal,Forward,23,ExpectedNonPenaltyGoalsAssistsProvided,22.1
Rafael Leao,Portugal,Forward,23,ProgressiveCarries,176
Rafael Leao,Portugal,Forward,23,ProgressivePasses,146
Rafael Leao,Portugal,Forward,23,ProgressivePassesReceived,302
Rafael Leao,Portugal,Forward,23,GoalsPer90Minutes,0.41
Rafael Leao,Portugal,Forward,23,AssistsPer90Minutes,0.31
Rafael Leao,Portugal,Forward,23,GoalsAssistsPer90Minutes,0.73
Rafael Leao,Portugal,Forward,23,NonPenaltyGoalsPer90Minutes,0.41
Rafael Leao,Portugal,Forward,23,NonPenaltyGoalsAssistsPer90Minutes,0.73
Rafael Leao,Portugal,Forward,23,ExpectedGoalsPer90Minutes,0.34
Rafael Leao,Portugal,Forward,23,ExpectedAssitsPer90Minutes,0.26
Rafael Leao,Portugal,Forward,23,ExpectedGoalsAssitsPer90Minutes,0.6
Rafael Leao,Portugal,Forward,23,NonPenaltyExpectedGoalsPer90Minutes,0.34
Rafael Leao,Portugal,Forward,23,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.6
Rafael Leao,Portugal,Forward,23,InterceptionsPerGame,0.0
Rafael Leao,Portugal,Forward,23,TacklesPerGame,0.3
Rafael Leao,Portugal,Forward,23,DribbledPastPerGame,0.0
Rafael Leao,Portugal,Forward,23,ClearancesPerGame,0.0
Rafael Leao,Portugal,Forward,23,GroundDuelsWon,57%
Rafael Leao,Portugal,Forward,23,AerialDuelsWon,0%
Rafael Leao,Portugal,Forward,23,GroundDuelsWon_int,57
Rafael Leao,Portugal,Forward,23,AerialDuelsWon_int,0
Pierre Kalulu,France,Defender,22,MatchesPlayed,46
Pierre Kalulu,France,Defender,22,PlayedStarting11,35
Pierre Kalulu,France,Defender,22,MinutesPlayed,3446
Pierre Kalulu,France,Defender,22,GoalsScored,1
Pierre Kalulu,France,Defender,22,AssistsProvided,0
Pierre Kalulu,France,Defender,22,GoalsAssists,1
Pierre Kalulu,France,Defender,22,NonPenaltyGoals,1
Pierre Kalulu,France,Defender,22,GoalsFromPenalty,0
Pierre Kalulu,France,Defender,22,PenaltyKicksAttempted,0
Pierre Kalulu,France,Defender,22,YellowCards,4
Pierre Kalulu,France,Defender,22,RedCards,0
Pierre Kalulu,France,Defender,22,ExpectedGoals_xG,1.6
Pierre Kalulu,France,Defender,22,ExpectedNonPenaltyGoals,1.6
Pierre Kalulu,France,Defender,22,ExpectedAssistsProvided,1.4
Pierre Kalulu,France,Defender,22,ExpectedNonPenaltyGoalsAssistsProvided,3.0
Pierre Kalulu,France,Defender,22,ProgressiveCarries,65
Pierre Kalulu,France,Defender,22,ProgressivePasses,173
Pierre Kalulu,France,Defender,22,ProgressivePassesReceived,50
Pierre Kalulu,France,Defender,22,GoalsPer90Minutes,0.03
Pierre Kalulu,France,Defender,22,AssistsPer90Minutes,0.0
Pierre Kalulu,France,Defender,22,GoalsAssistsPer90Minutes,0.03
Pierre Kalulu,France,Defender,22,NonPenaltyGoalsPer90Minutes,0.03
Pierre Kalulu,France,Defender,22,NonPenaltyGoalsAssistsPer90Minutes,0.03
Pierre Kalulu,France,Defender,22,ExpectedGoalsPer90Minutes,0.04
Pierre Kalulu,France,Defender,22,ExpectedAssitsPer90Minutes,0.04
Pierre Kalulu,France,Defender,22,ExpectedGoalsAssitsPer90Minutes,0.08
Pierre Kalulu,France,Defender,22,NonPenaltyExpectedGoalsPer90Minutes,0.04
Pierre Kalulu,France,Defender,22,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.08
Pierre Kalulu,France,Defender,22,InterceptionsPerGame,1.2
Pierre Kalulu,France,Defender,22,TacklesPerGame,1.7
Pierre Kalulu,France,Defender,22,DribbledPastPerGame,0.4
Pierre Kalulu,France,Defender,22,ClearancesPerGame,1.4
Pierre Kalulu,France,Defender,22,GroundDuelsWon,65%
Pierre Kalulu,France,Defender,22,AerialDuelsWon,53%
Pierre Kalulu,France,Defender,22,GroundDuelsWon_int,65
Pierre Kalulu,France,Defender,22,AerialDuelsWon_int,53
Olivier Giroud,France,Forward,35,MatchesPlayed,47
Olivier Giroud,France,Forward,35,PlayedStarting11,38
Olivier Giroud,France,Forward,35,MinutesPlayed,3193
Olivier Giroud,France,Forward,35,GoalsScored,18
Olivier Giroud,France,Forward,35,AssistsProvided,7
Olivier Giroud,France,Forward,35,GoalsAssists,25
Olivier Giroud,France,Forward,35,NonPenaltyGoals,13
Olivier Giroud,France,Forward,35,GoalsFromPenalty,5
Olivier Giroud,France,Forward,35,PenaltyKicksAttempted,6
Olivier Giroud,France,Forward,35,YellowCards,9
Olivier Giroud,France,Forward,35,RedCards,1
Olivier Giroud,France,Forward,35,ExpectedGoals_xG,18.4
Olivier Giroud,France,Forward,35,ExpectedNonPenaltyGoals,13.8
Olivier Giroud,France,Forward,35,ExpectedAssistsProvided,4.9
Olivier Giroud,France,Forward,35,ExpectedNonPenaltyGoalsAssistsProvided,18.7
Olivier Giroud,France,Forward,35,ProgressiveCarries,12
Olivier Giroud,France,Forward,35,ProgressivePasses,53
Olivier Giroud,France,Forward,35,ProgressivePassesReceived,189
Olivier Giroud,France,Forward,35,GoalsPer90Minutes,0.51
Olivier Giroud,France,Forward,35,AssistsPer90Minutes,0.2
Olivier Giroud,France,Forward,35,GoalsAssistsPer90Minutes,0.7
Olivier Giroud,France,Forward,35,NonPenaltyGoalsPer90Minutes,0.37
Olivier Giroud,France,Forward,35,NonPenaltyGoalsAssistsPer90Minutes,0.56
Olivier Giroud,France,Forward,35,ExpectedGoalsPer90Minutes,0.54
Olivier Giroud,France,Forward,35,ExpectedAssitsPer90Minutes,0.14
Olivier Giroud,France,Forward,35,ExpectedGoalsAssitsPer90Minutes,0.68
Olivier Giroud,France,Forward,35,NonPenaltyExpectedGoalsPer90Minutes,0.4
Olivier Giroud,France,Forward,35,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.55
Olivier Giroud,France,Forward,35,InterceptionsPerGame,0.1
Olivier Giroud,France,Forward,35,TacklesPerGame,0.2
Olivier Giroud,France,Forward,35,DribbledPastPerGame,0.2
Olivier Giroud,France,Forward,35,ClearancesPerGame,0.7
Olivier Giroud,France,Forward,35,GroundDuelsWon,37%
Olivier Giroud,France,Forward,35,AerialDuelsWon,62%
Olivier Giroud,France,Forward,35,GroundDuelsWon_int,37
Olivier Giroud,France,Forward,35,AerialDuelsWon_int,62
Ismail Bennacer,Algeria,Midfielder,24,MatchesPlayed,40
Ismail Bennacer,Algeria,Midfielder,24,PlayedStarting11,34
Ismail Bennacer,Algeria,Midfielder,24,MinutesPlayed,2720
Ismail Bennacer,Algeria,Midfielder,24,GoalsScored,3
Ismail Bennacer,Algeria,Midfielder,24,AssistsProvided,2
Ismail Bennacer,Algeria,Midfielder,24,GoalsAssists,5
Ismail Bennacer,Algeria,Midfielder,24,NonPenaltyGoals,3
Ismail Bennacer,Algeria,Midfielder,24,GoalsFromPenalty,0
Ismail Bennacer,Algeria,Midfielder,24,PenaltyKicksAttempted,0
Ismail Bennacer,Algeria,Midfielder,24,YellowCards,6
Ismail Bennacer,Algeria,Midfielder,24,RedCards,0
Ismail Bennacer,Algeria,Midfielder,24,ExpectedGoals_xG,1.5
Ismail Bennacer,Algeria,Midfielder,24,ExpectedNonPenaltyGoals,1.5
Ismail Bennacer,Algeria,Midfielder,24,ExpectedAssistsProvided,3.5
Ismail Bennacer,Algeria,Midfielder,24,ExpectedNonPenaltyGoalsAssistsProvided,5.0
Ismail Bennacer,Algeria,Midfielder,24,ProgressiveCarries,39
Ismail Bennacer,Algeria,Midfielder,24,ProgressivePasses,163
Ismail Bennacer,Algeria,Midfielder,24,ProgressivePassesReceived,61
Ismail Bennacer,Algeria,Midfielder,24,GoalsPer90Minutes,0.1
Ismail Bennacer,Algeria,Midfielder,24,AssistsPer90Minutes,0.07
Ismail Bennacer,Algeria,Midfielder,24,GoalsAssistsPer90Minutes,0.17
Ismail Bennacer,Algeria,Midfielder,24,NonPenaltyGoalsPer90Minutes,0.1
Ismail Bennacer,Algeria,Midfielder,24,NonPenaltyGoalsAssistsPer90Minutes,0.17
Ismail Bennacer,Algeria,Midfielder,24,ExpectedGoalsPer90Minutes,0.05
Ismail Bennacer,Algeria,Midfielder,24,ExpectedAssitsPer90Minutes,0.12
Ismail Bennacer,Algeria,Midfielder,24,ExpectedGoalsAssitsPer90Minutes,0.17
Ismail Bennacer,Algeria,Midfielder,24,NonPenaltyExpectedGoalsPer90Minutes,0.05
Ismail Bennacer,Algeria,Midfielder,24,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.17
Ismail Bennacer,Algeria,Midfielder,24,InterceptionsPerGame,0.9
Ismail Bennacer,Algeria,Midfielder,24,TacklesPerGame,2.1
Ismail Bennacer,Algeria,Midfielder,24,DribbledPastPerGame,0.8
Ismail Bennacer,Algeria,Midfielder,24,ClearancesPerGame,0.5
Ismail Bennacer,Algeria,Midfielder,24,GroundDuelsWon,54%
Ismail Bennacer,Algeria,Midfielder,24,AerialDuelsWon,50%
Ismail Bennacer,Algeria,Midfielder,24,GroundDuelsWon_int,54
Ismail Bennacer,Algeria,Midfielder,24,AerialDuelsWon_int,50
Brahim Diaz,Spain,Forward,22,MatchesPlayed,45
Brahim Diaz,Spain,Forward,22,PlayedStarting11,37
Brahim Diaz,Spain,Forward,22,MinutesPlayed,2656
Brahim Diaz,Spain,Forward,22,GoalsScored,7
Brahim Diaz,Spain,Forward,22,AssistsProvided,7
Brahim Diaz,Spain,Forward,22,GoalsAssists,14
Brahim Diaz,Spain,Forward,22,NonPenaltyGoals,7
Brahim Diaz,Spain,Forward,22,GoalsFromPenalty,0
Brahim Diaz,Spain,Forward,22,PenaltyKicksAttempted,0
Brahim Diaz,Spain,Forward,22,YellowCards,4
Brahim Diaz,Spain,Forward,22,RedCards,0
Brahim Diaz,Spain,Forward,22,ExpectedGoals_xG,7.5
Brahim Diaz,Spain,Forward,22,ExpectedNonPenaltyGoals,7.5
Brahim Diaz,Spain,Forward,22,ExpectedAssistsProvided,6.1
Brahim Diaz,Spain,Forward,22,ExpectedNonPenaltyGoalsAssistsProvided,13.7
Brahim Diaz,Spain,Forward,22,ProgressiveCarries,96
Brahim Diaz,Spain,Forward,22,ProgressivePasses,138
Brahim Diaz,Spain,Forward,22,ProgressivePassesReceived,149
Brahim Diaz,Spain,Forward,22,GoalsPer90Minutes,0.24
Brahim Diaz,Spain,Forward,22,AssistsPer90Minutes,0.24
Brahim Diaz,Spain,Forward,22,GoalsAssistsPer90Minutes,0.47
Brahim Diaz,Spain,Forward,22,NonPenaltyGoalsPer90Minutes,0.24
Brahim Diaz,Spain,Forward,22,NonPenaltyGoalsAssistsPer90Minutes,0.47
Brahim Diaz,Spain,Forward,22,ExpectedGoalsPer90Minutes,0.27
Brahim Diaz,Spain,Forward,22,ExpectedAssitsPer90Minutes,0.22
Brahim Diaz,Spain,Forward,22,ExpectedGoalsAssitsPer90Minutes,0.49
Brahim Diaz,Spain,Forward,22,NonPenaltyExpectedGoalsPer90Minutes,0.27
Brahim Diaz,Spain,Forward,22,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.49
Brahim Diaz,Spain,Forward,22,InterceptionsPerGame,0.2
Brahim Diaz,Spain,Forward,22,TacklesPerGame,1.0
Brahim Diaz,Spain,Forward,22,DribbledPastPerGame,0.3
Brahim Diaz,Spain,Forward,22,ClearancesPerGame,0.1
Brahim Diaz,Spain,Forward,22,GroundDuelsWon,49%
Brahim Diaz,Spain,Forward,22,AerialDuelsWon,14%
Brahim Diaz,Spain,Forward,22,GroundDuelsWon_int,49
Brahim Diaz,Spain,Forward,22,AerialDuelsWon_int,14
Rade Krunic,Bosnia,Midfielder,28,MatchesPlayed,34
Rade Krunic,Bosnia,Midfielder,28,PlayedStarting11,27
Rade Krunic,Bosnia,Midfielder,28,MinutesPlayed,2480
Rade Krunic,Bosnia,Midfielder,28,GoalsScored,1
Rade Krunic,Bosnia,Midfielder,28,AssistsProvided,1
Rade Krunic,Bosnia,Midfielder,28,GoalsAssists,2
Rade Krunic,Bosnia,Midfielder,28,NonPenaltyGoals,1
Rade Krunic,Bosnia,Midfielder,28,GoalsFromPenalty,0
Rade Krunic,Bosnia,Midfielder,28,PenaltyKicksAttempted,0
Rade Krunic,Bosnia,Midfielder,28,YellowCards,12
Rade Krunic,Bosnia,Midfielder,28,RedCards,0
Rade Krunic,Bosnia,Midfielder,28,ExpectedGoals_xG,2.0
Rade Krunic,Bosnia,Midfielder,28,ExpectedNonPenaltyGoals,2.0
Rade Krunic,Bosnia,Midfielder,28,ExpectedAssistsProvided,1.1
Rade Krunic,Bosnia,Midfielder,28,ExpectedNonPenaltyGoalsAssistsProvided,3.1
Rade Krunic,Bosnia,Midfielder,28,ProgressiveCarries,39
Rade Krunic,Bosnia,Midfielder,28,ProgressivePasses,100
