Player,Nation,Pos,Age,Stat,Value
Divock Origi,Belgium,Forward,27,ExpectedAssitsPer90Minutes,0.1
Divock Origi,Belgium,Forward,27,ExpectedGoalsAssitsPer90Minutes,0.32
Divock Origi,Belgium,Forward,27,NonPenaltyExpectedGoalsPer90Minutes,0.21
Divock Origi,Belgium,Forward,27,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.32
Divock Origi,Belgium,Forward,27,InterceptionsPerGame,0.0
Divock Origi,Belgium,Forward,27,TacklesPerGame,0.4
Divock Origi,Belgium,Forward,27,DribbledPastPerGame,0.2
Divock Origi,Belgium,Forward,27,ClearancesPerGame,0.5
Divock Origi,Belgium,Forward,27,GroundDuelsWon,45%
Divock Origi,Belgium,Forward,27,AerialDuelsWon,31%
Divock Origi,Belgium,Forward,27,GroundDuelsWon_int,45
Divock Origi,Belgium,Forward,27,AerialDuelsWon_int,31
Tommaso Pobega,Italy,Midfielder,23,MatchesPlayed,28
Tommaso Pobega,Italy,Midfielder,23,PlayedStarting11,10
Tommaso Pobega,Italy,Midfielder,23,MinutesPlayed,1122
Tommaso Pobega,Italy,Midfielder,23,GoalsScored,3
Tommaso Pobega,Italy,Midfielder,23,AssistsProvided,0
Tommaso Pobega,Italy,Midfielder,23,GoalsAssists,3
Tommaso Pobega,Italy,Midfielder,23,NonPenaltyGoals,3
Tommaso Pobega,Italy,Midfielder,23,GoalsFromPenalty,0
Tommaso Pobega,Italy,Midfielder,23,PenaltyKicksAttempted,0
Tommaso Pobega,Italy,Midfielder,23,YellowCards,5
Tommaso Pobega,Italy,Midfielder,23,RedCards,0
Tommaso Pobega,Italy,Midfielder,23,ExpectedGoals_xG,2.1
Tommaso Pobega,Italy,Midfielder,23,ExpectedNonPenaltyGoals,2.1
Tommaso Pobega,Italy,Midfielder,23,ExpectedAssistsProvided,0.3
Tommaso Pobega,Italy,Midfielder,23,ExpectedNonPenaltyGoalsAssistsProvided,2.4
Tommaso Pobega,Italy,Midfielder,23,ProgressiveCarries,10
Tommaso Pobega,Italy,Midfielder,23,ProgressivePasses,43
Tommaso Pobega,Italy,Midfielder,23,ProgressivePassesReceived,26
Tommaso Pobega,Italy,Midfielder,23,GoalsPer90Minutes,0.24
Tommaso Pobega,Italy,Midfielder,23,AssistsPer90Minutes,0.0
Tommaso Pobega,Italy,Midfielder,23,GoalsAssistsPer90Minutes,0.24
Tommaso Pobega,Italy,Midfielder,23,NonPenaltyGoalsPer90Minutes,0.24
Tommaso Pobega,Italy,Midfielder,23,NonPenaltyGoalsAssistsPer90Minutes,0.24
Tommaso Pobega,Italy,Midfielder,23,ExpectedGoalsPer90Minutes,0.18
Tommaso Pobega,Italy,Midfielder,23,ExpectedAssitsPer90Minutes,0.03
Tommaso Pobega,Italy,Midfielder,23,ExpectedGoalsAssitsPer90Minutes,0.21
Tommaso Pobega,Italy,Midfielder,23,NonPenaltyExpectedGoalsPer90Minutes,0.18
Tommaso Pobega,Italy,Midfielder,23,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.21
Tommaso Pobega,Italy,Midfielder,23,InterceptionsPerGame,0.5
Tommaso Pobega,Italy,Midfielder,23,TacklesPerGame,1.4
Tommaso Pobega,Italy,Midfielder,23,DribbledPastPerGame,0.4
Tommaso Pobega,Italy,Midfielder,23,ClearancesPerGame,0.6
Tommaso Pobega,Italy,Midfielder,23,GroundDuelsWon,44%
Tommaso Pobega,Italy,Midfielder,23,AerialDuelsWon,39%
Tommaso Pobega,Italy,Midfielder,23,GroundDuelsWon_int,44
Tommaso Pobega,Italy,Midfielder,23,AerialDuelsWon_int,39
Matteo Gabbia,Italy,Defender,22,MatchesPlayed,17
Matteo Gabbia,Italy,Defender,22,PlayedStarting11,9
Matteo Gabbia,Italy,Defender,22,MinutesPlayed,900
Matteo Gabbia,Italy,Defender,22,GoalsScored,1
Matteo Gabbia,Italy,Defender,22,AssistsProvided,0
Matteo Gabbia,Italy,Defender,22,GoalsAssists,1
Matteo Gabbia,Italy,Defender,22,NonPenaltyGoals,1
Matteo Gabbia,Italy,Defender,22,GoalsFromPenalty,0
Matteo Gabbia,Italy,Defender,22,PenaltyKicksAttempted,0
Matteo Gabbia,Italy,Defender,22,YellowCards,3
Matteo Gabbia,Italy,Defender,22,RedCards,0
Matteo Gabbia,Italy,Defender,22,ExpectedGoals_xG,0.4
Matteo Gabbia,Italy,Defender,22,ExpectedNonPenaltyGoals,0.4
Matteo Gabbia,Italy,Defender,22,ExpectedAssistsProvided,0.0
Matteo Gabbia,Italy,Defender,22,ExpectedNonPenaltyGoalsAssistsProvided,0.4
Matteo Gabbia,Italy,Defender,22,ProgressiveCarries,3
Matteo Gabbia,Italy,Defender,22,ProgressivePasses,22
Matteo Gabbia,Italy,Defender,22,ProgressivePassesReceived,1
Matteo Gabbia,Italy,Defender,22,GoalsPer90Minutes,0.1
Matteo Gabbia,Italy,Defender,22,AssistsPer90Minutes,0.0
Matteo Gabbia,Italy,Defender,22,GoalsAssistsPer90Minutes,0.1
Matteo Gabbia,Italy,Defender,22,NonPenaltyGoalsPer90Minutes,0.1
Matteo Gabbia,Italy,Defender,22,NonPenaltyGoalsAssistsPer90Minutes,0.1
Matteo Gabbia,Italy,Defender,22,ExpectedGoalsPer90Minutes,0.04
Matteo Gabbia,Italy,Defender,22,ExpectedAssitsPer90Minutes,0.0
Matteo Gabbia,Italy,Defender,22,ExpectedGoalsAssitsPer90Minutes,0.04
Matteo Gabbia,Italy,Defender,22,NonPenaltyExpectedGoalsPer90Minutes,0.04
Matteo Gabbia,Italy,Defender,22,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.04
Matteo Gabbia,Italy,Defender,22,InterceptionsPerGame,0.4
Matteo Gabbia,Italy,Defender,22,TacklesPerGame,1.4
Matteo Gabbia,Italy,Defender,22,DribbledPastPerGame,0.2
Matteo Gabbia,Italy,Defender,22,ClearancesPerGame,2.2
Matteo Gabbia,Italy,Defender,22,GroundDuelsWon,67%
Matteo Gabbia,Italy,Defender,22,AerialDuelsWon,75%
Matteo Gabbia,Italy,Defender,22,GroundDuelsWon_int,67
Matteo Gabbia,Italy,Defender,22,AerialDuelsWon_int,75
Fodo Ballo-Toure,Senegal,Defender,25,MatchesPlayed,14
Fodo Ballo-Toure,Senegal,Defender,25,PlayedStarting11,6
Fodo Ballo-Toure,Senegal,Defender,25,MinutesPlayed,658
Fodo Ballo-Toure,Senegal,Defender,25,GoalsScored,1
Fodo Ballo-Toure,Senegal,Defender,25,AssistsProvided,0
Fodo Ballo-Toure,Senegal,Defender,25,GoalsAssists,1
Fodo Ballo-Toure,Senegal,Defender,25,NonPenaltyGoals,1
Fodo Ballo-Toure,Senegal,Defender,25,GoalsFromPenalty,0
Fodo Ballo-Toure,Senegal,Defender,25,PenaltyKicksAttempted,0
Fodo Ballo-Toure,Senegal,Defender,25,YellowCards,2
Fodo Ballo-Toure,Senegal,Defender,25,RedCards,0
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedGoals_xG,0.6
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedNonPenaltyGoals,0.6
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedAssistsProvided,0.2
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedNonPenaltyGoalsAssistsProvided,0.9
Fodo Ballo-Toure,Senegal,Defender,25,ProgressiveCarries,14
Fodo Ballo-Toure,Senegal,Defender,25,ProgressivePasses,27
Fodo Ballo-Toure,Senegal,Defender,25,ProgressivePassesReceived,38
Fodo Ballo-Toure,Senegal,Defender,25,GoalsPer90Minutes,0.14
Fodo Ballo-Toure,Senegal,Defender,25,AssistsPer90Minutes,0.0
Fodo Ballo-Toure,Senegal,Defender,25,GoalsAssistsPer90Minutes,0.14
Fodo Ballo-Toure,Senegal,Defender,25,NonPenaltyGoalsPer90Minutes,0.14
Fodo Ballo-Toure,Senegal,Defender,25,NonPenaltyGoalsAssistsPer90Minutes,0.14
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedGoalsPer90Minutes,0.08
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedAssitsPer90Minutes,0.03
Fodo Ballo-Toure,Senegal,Defender,25,ExpectedGoalsAssitsPer90Minutes,0.12
Fodo Ballo-Toure,Senegal,Defender,25,NonPenaltyExpectedGoalsPer90Minutes,0.08
Fodo Ballo-Toure,Senegal,Defender,25,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.12
Fodo Ballo-Toure,Senegal,Defender,25,InterceptionsPerGame,0.2
Fodo Ballo-Toure,Senegal,Defender,25,TacklesPerGame,1.4
Fodo Ballo-Toure,Senegal,Defender,25,DribbledPastPerGame,0.3
Fodo Ballo-Toure,Senegal,Defender,25,ClearancesPerGame,0.3
Fodo Ballo-Toure,Senegal,Defender,25,GroundDuelsWon,58%
Fodo Ballo-Toure,Senegal,Defender,25,AerialDuelsWon,72%
Fodo Ballo-Toure,Senegal,Defender,25,GroundDuelsWon_int,58
Fodo Ballo-Toure,Senegal,Defender,25,AerialDuelsWon_int,72
Sergino Dest,USA,Defender,21,MatchesPlayed,14
Sergino Dest,USA,Defender,21,PlayedStarting11,4
Sergino Dest,USA,Defender,21,MinutesPlayed,642
Sergino Dest,USA,Defender,21,GoalsScored,0
Sergino Dest,USA,Defender,21,AssistsProvided,0
Sergino Dest,USA,Defender,21,GoalsAssists,0
Sergino Dest,USA,Defender,21,NonPenaltyGoals,0
Sergino Dest,USA,Defender,21,GoalsFromPenalty,0
Sergino Dest,USA,Defender,21,PenaltyKicksAttempted,0
Sergino Dest,USA,Defender,21,YellowCards,0
Sergino Dest,USA,Defender,21,RedCards,0
Sergino Dest,USA,Defender,21,ExpectedGoals_xG,0.6
Sergino Dest,USA,Defender,21,ExpectedNonPenaltyGoals,0.6
Sergino Dest,USA,Defender,21,ExpectedAssistsProvided,0.5
Sergino Dest,USA,Defender,21,ExpectedNonPenaltyGoalsAssistsProvided,1.1
Sergino Dest,USA,Defender,21,ProgressiveCarries,14
Sergino Dest,USA,Defender,21,ProgressivePasses,20
Sergino Dest,USA,Defender,21,ProgressivePassesReceived,15
Sergino Dest,USA,Defender,21,GoalsPer90Minutes,0.0
Sergino Dest,USA,Defender,21,AssistsPer90Minutes,0.0
Sergino Dest,USA,Defender,21,GoalsAssistsPer90Minutes,0.0
Sergino Dest,USA,Defender,21,NonPenaltyGoalsPer90Minutes,0.0
Sergino Dest,USA,Defender,21,NonPenaltyGoalsAssistsPer90Minutes,0.0
Sergino Dest,USA,Defender,21,ExpectedGoalsPer90Minutes,0.1
Sergino Dest,USA,Defender,21,ExpectedAssitsPer90Minutes,0.08
Sergino Dest,USA,Defender,21,ExpectedGoalsAssitsPer90Minutes,0.19
Sergino Dest,USA,Defender,21,NonPenaltyExpectedGoalsPer90Minutes,0.1
Sergino Dest,USA,Defender,21,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.19
Sergino Dest,USA,Defender,21,InterceptionsPerGame,0.5
Sergino Dest,USA,Defender,21,TacklesPerGame,1.5
Sergino Dest,USA,Defender,21,DribbledPastPerGame,0.1
Sergino Dest,USA,Defender,21,ClearancesPerGame,0.1
Sergino Dest,USA,Defender,21,GroundDuelsWon,55%
Sergino Dest,USA,Defender,21,AerialDuelsWon,75%
Sergino Dest,USA,Defender,21,GroundDuelsWon_int,55
Sergino Dest,USA,Defender,21,AerialDuelsWon_int,75
Aster Vranckx,Belgium,Midfielder,19,MatchesPlayed,10
Aster Vranckx,Belgium,Midfielder,19,PlayedStarting11,3
Aster Vranckx,Belgium,Midfielder,19,MinutesPlayed,322
Aster Vranckx,Belgium,Midfielder,19,GoalsScored,0
Aster Vranckx,Belgium,Midfielder,19,AssistsProvided,0
Aster Vranckx,Belgium,Midfielder,19,GoalsAssists,0
Aster Vranckx,Belgium,Midfielder,19,NonPenaltyGoals,0
Aster Vranckx,Belgium,Midfielder,19,GoalsFromPenalty,0
Aster Vranckx,Belgium,Midfielder,19,PenaltyKicksAttempted,0
Aster Vranckx,Belgium,Midfielder,19,YellowCards,1
Aster Vranckx,Belgium,Midfielder,19,RedCards,0
Aster Vranckx,Belgium,Midfielder,19,ExpectedGoals_xG,0.1
Aster Vranckx,Belgium,Midfielder,19,ExpectedNonPenaltyGoals,0.1
Aster Vranckx,Belgium,Midfielder,19,ExpectedAssistsProvided,0.3
Aster Vranckx,Belgium,Midfielder,19,ExpectedNonPenaltyGoalsAssistsProvided,0.3
Aster Vranckx,Belgium,Midfielder,19,ProgressiveCarries,2
Aster Vranckx,Belgium,Midfielder,19,ProgressivePasses,4
Aster Vranckx,Belgium,Midfielder,19,ProgressivePassesReceived,5
Aster Vranckx,Belgium,Midfielder,19,GoalsPer90Minutes,0.0
Aster Vranckx,Belgium,Midfielder,19,AssistsPer90Minutes,0.0
Aster Vranckx,Belgium,Midfielder,19,GoalsAssistsPer90Minutes,0.0
Aster Vranckx,Belgium,Midfielder,19,NonPenaltyGoalsPer90Minutes,0.0
Aster Vranckx,Belgium,Midfielder,19,NonPenaltyGoalsAssistsPer90Minutes,0.0
Aster Vranckx,Belgium,Midfielder,19,ExpectedGoalsPer90Minutes,0.02
Aster Vranckx,Belgium,Midfielder,19,ExpectedAssitsPer90Minutes,0.11
Aster Vranckx,Belgium,Midfielder,19,ExpectedGoalsAssitsPer90Minutes,0.12
Aster Vranckx,Belgium,Midfielder,19,NonPenaltyExpectedGoalsPer90Minutes,0.02
Aster Vranckx,Belgium,Midfielder,19,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.12
Aster Vranckx,Belgium,Midfielder,19,InterceptionsPerGame,0.2
Aster Vranckx,Belgium,Midfielder,19,TacklesPerGame,0.3
Aster Vranckx,Belgium,Midfielder,19,DribbledPastPerGame,0.6
Aster Vranckx,Belgium,Midfielder,19,ClearancesPerGame,0.1
Aster Vranckx,Belgium,Midfielder,19,GroundDuelsWon,31%
Aster Vranckx,Belgium,Midfielder,19,AerialDuelsWon,44%
Aster Vranckx,Belgium,Midfielder,19,GroundDuelsWon_int,31
Aster Vranckx,Belgium,Midfielder,19,AerialDuelsWon_int,44
Alessandro Florenzi,Italy,Defender,31,MatchesPlayed,6
Alessandro Florenzi,Italy,Defender,31,PlayedStarting11,2
Alessandro Florenzi,Italy,Defender,31,MinutesPlayed,203
Alessandro Florenzi,Italy,Defender,31,GoalsScored,0
Alessandro Florenzi,Italy,Defender,31,AssistsProvided,0
Alessandro Florenzi,Italy,Defender,31,GoalsAssists,0
Alessandro Florenzi,Italy,Defender,31,NonPenaltyGoals,0
Alessandro Florenzi,Italy,Defender,31,GoalsFromPenalty,0
Alessandro Florenzi,Italy,Defender,31,PenaltyKicksAttempted,0
Alessandro Florenzi,Italy,Defender,31,YellowCards,1
Alessandro Florenzi,Italy,Defender,31,RedCards,0
Alessandro Florenzi,Italy,Defender,31,ExpectedGoals_xG,0.8
Alessandro Florenzi,Italy,Defender,31,ExpectedNonPenaltyGoals,0.8
Alessandro Florenzi,Italy,Defender,31,ExpectedAssistsProvided,0.5
Alessandro Florenzi,Italy,Defender,31,ExpectedNonPenaltyGoalsAssistsProvided,1.2
Alessandro Florenzi,Italy,Defender,31,ProgressiveCarries,1
Alessandro Florenzi,Italy,Defender,31,ProgressivePasses,10
Alessandro Florenzi,Italy,Defender,31,ProgressivePassesReceived,19
Alessandro Florenzi,Italy,Defender,31,GoalsPer90Minutes,0.0
Alessandro Florenzi,Italy,Defender,31,AssistsPer90Minutes,0.0
Alessandro Florenzi,Italy,Defender,31,GoalsAssistsPer90Minutes,0.0
Alessandro Florenzi,Italy,Defender,31,NonPenaltyGoalsPer90Minutes,0.0
Alessandro Florenzi,Italy,Defender,31,NonPenaltyGoalsAssistsPer90Minutes,0.0
Alessandro Florenzi,Italy,Defender,31,ExpectedGoalsPer90Minutes,0.34
Alessandro Florenzi,Italy,Defender,31,ExpectedAssitsPer90Minutes,0.21
Alessandro Florenzi,Italy,Defender,31,ExpectedGoalsAssitsPer90Minutes,0.54
Alessandro Florenzi,Italy,Defender,31,NonPenaltyExpectedGoalsPer90Minutes,0.34
Alessandro Florenzi,Italy,Defender,31,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.54
Alessandro Florenzi,Italy,Defender,31,InterceptionsPerGame,0.7
Alessandro Florenzi,Italy,Defender,31,TacklesPerGame,1.0
Alessandro Florenzi,Italy,Defender,31,DribbledPastPerGame,0.5
Alessandro Florenzi,Italy,Defender,31,ClearancesPerGame,0.2
Alessandro Florenzi,Italy,Defender,31,GroundDuelsWon,54%
Alessandro Florenzi,Italy,Defender,31,AerialDuelsWon,100%
Alessandro Florenzi,Italy,Defender,31,GroundDuelsWon_int,54
Alessandro Florenzi,Italy,Defender,31,AerialDuelsWon_int,100
Zlatan Ibrahimovic,Sweden,Forward,40,MatchesPlayed,4
Zlatan Ibrahimovic,Sweden,Forward,40,PlayedStarting11,1
Zlatan Ibrahimovic,Sweden,Forward,40,MinutesPlayed,146
Zlatan Ibrahimovic,Sweden,Forward,40,GoalsScored,1
Zlatan Ibrahimovic,Sweden,Forward,40,AssistsProvided,0
Zlatan Ibrahimovic,Sweden,Forward,40,GoalsAssists,1
Zlatan Ibrahimovic,Sweden,Forward,40,NonPenaltyGoals,0
Zlatan Ibrahimovic,Sweden,Forward,40,GoalsFromPenalty,1
Zlatan Ibrahimovic,Sweden,Forward,40,PenaltyKicksAttempted,1
Zlatan Ibrahimovic,Sweden,Forward,40,YellowCards,0
Zlatan Ibrahimovic,Sweden,Forward,40,RedCards,0
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedGoals_xG,1.2
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedNonPenaltyGoals,0.4
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedAssistsProvided,0.2
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedNonPenaltyGoalsAssistsProvided,0.6
Zlatan Ibrahimovic,Sweden,Forward,40,ProgressiveCarries,0
Zlatan Ibrahimovic,Sweden,Forward,40,ProgressivePasses,4
Zlatan Ibrahimovic,Sweden,Forward,40,ProgressivePassesReceived,10
Zlatan Ibrahimovic,Sweden,Forward,40,GoalsPer90Minutes,0.62
Zlatan Ibrahimovic,Sweden,Forward,40,AssistsPer90Minutes,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,GoalsAssistsPer90Minutes,0.62
Zlatan Ibrahimovic,Sweden,Forward,40,NonPenaltyGoalsPer90Minutes,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,NonPenaltyGoalsAssistsPer90Minutes,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedGoalsPer90Minutes,0.72
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedAssitsPer90Minutes,0.11
Zlatan Ibrahimovic,Sweden,Forward,40,ExpectedGoalsAssitsPer90Minutes,0.84
Zlatan Ibrahimovic,Sweden,Forward,40,NonPenaltyExpectedGoalsPer90Minutes,0.24
Zlatan Ibrahimovic,Sweden,Forward,40,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.35
Zlatan Ibrahimovic,Sweden,Forward,40,InterceptionsPerGame,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,TacklesPerGame,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,DribbledPastPerGame,0.0
Zlatan Ibrahimovic,Sweden,Forward,40,ClearancesPerGame,0.5
Zlatan Ibrahimovic,Sweden,Forward,40,GroundDuelsWon,14%
Zlatan Ibrahimovic,Sweden,Forward,40,AerialDuelsWon,67%
Zlatan Ibrahimovic,Sweden,Forward,40,GroundDuelsWon_int,14
Zlatan Ibrahimovic,Sweden,Forward,40,AerialDuelsWon_int,67
Yacine Adli,France,Midfielder,22,MatchesPlayed,6
Yacine Adli,France,Midfielder,22,PlayedStarting11,1
Yacine Adli,France,Midfielder,22,MinutesPlayed,144
Yacine Adli,France,Midfielder,22,GoalsScored,0
Yacine Adli,France,Midfielder,22,AssistsProvided,0
Yacine Adli,France,Midfielder,22,GoalsAssists,0
Yacine Adli,France,Midfielder,22,NonPenaltyGoals,0
Yacine Adli,France,Midfielder,22,GoalsFromPenalty,0
Yacine Adli,France,Midfielder,22,PenaltyKicksAttempted,0
Yacine Adli,France,Midfielder,22,YellowCards,1
Yacine Adli,France,Midfielder,22,RedCards,0
Yacine Adli,France,Midfielder,22,ExpectedGoals_xG,0.1
Yacine Adli,France,Midfielder,22,ExpectedNonPenaltyGoals,0.1
Yacine Adli,France,Midfielder,22,ExpectedAssistsProvided,0.3
Yacine Adli,France,Midfielder,22,ExpectedNonPenaltyGoalsAssistsProvided,0.3
Yacine Adli,France,Midfielder,22,ProgressiveCarries,7
Yacine Adli,France,Midfielder,22,ProgressivePasses,10
Yacine Adli,France,Midfielder,22,ProgressivePassesReceived,8
Yacine Adli,France,Midfielder,22,GoalsPer90Minutes,0.0
Yacine Adli,France,Midfielder,22,AssistsPer90Minutes,0.0
Yacine Adli,France,Midfielder,22,GoalsAssistsPer90Minutes,0.0
Yacine Adli,France,Midfielder,22,NonPenaltyGoalsPer90Minutes,0.0
Yacine Adli,France,Midfielder,22,NonPenaltyGoalsAssistsPer90Minutes,0.0
Yacine Adli,France,Midfielder,22,ExpectedGoalsPer90Minutes,0.05
Yacine Adli,France,Midfielder,22,ExpectedAssitsPer90Minutes,0.16
Yacine Adli,France,Midfielder,22,ExpectedGoalsAssitsPer90Minutes,0.22
Yacine Adli,France,Midfielder,22,NonPenaltyExpectedGoalsPer90Minutes,0.05
Yacine Adli,France,Midfielder,22,NonPenaltyExpectedGoalsAssistsPer90Minutes,0.22
Yacine Adli,France,Midfielder,22,InterceptionsPerGame,0.2
Yacine Adli,France,Midfielder,22,TacklesPerGame,1.0
Yacine Adli,France,Midfielder,22,DribbledPastPerGame,0.0
Yacine Adli,France,Midfielder,22,ClearancesPerGame,0.2
Yacine Adli,France,Midfielder,22,GroundDuelsWon,50%
Yacine Adli,France,Midfielder,22,AerialDuelsWon,25%
Yacine Adli,France,Midfielder,22,GroundDuelsWon_int,50
Yacine Adli,France,Midfielder,22,AerialDuelsWon_int,25
